1,30,478-8926-1-ND,TAJR104K035RNJ,CAP TANT 0.1UF 10% 35V 0805,DAH201,30,0,0.611,18.33
2,10,478-8871-1-ND,TACR106K016XTA,CAP TANT 10UF 10% 16V 0805,DAH201,10,0,2.091,20.91
3,10,78F5R6J-RC-ND,78F5R6J-RC,FIXED IND 5.6UH 500MA 400MOHM TH,DAH201,10,0,0.279,2.79
4,2,50-ECS-400-18-33-JGN-TR3CT-ND,ECS-400-18-33-JGN-TR3,CRYSTAL 40.0000MHZ 18PF SMD,DAH201,2,0,0.44,0.88
5,2,535-9114-1-ND,ABM3-40.000MHZ-B2-T,CRYSTAL 40.0000MHZ 18PF SMD,DAH201,2,0,1,2
6,5,78F2R7K-RC-ND,78F2R7K-RC,FIXED IND 2.7UH 595MA 280MOHM TH,DAH201,5,0,0.31,1.55
7,20,445-5909-1-ND,CGA4J2X8R1H104K125AA,CAP CER 0.1UF 50V X8R 0805,DAH201,20,0,0.121,2.42
8,10,399-17420-1-ND,C0805C101J5RAC7800,CAP CER 100PF 50V X7R 0805,DAH201,10,0,0.103,1.03
9,10,P100CCT-ND,ERJ-6ENF1000V,RES SMD 100 OHM 1% 1/8W 0805,DAH201,10,0,0.088,0.88
10,10,478-1312-1-ND,08055A470JAT2A,CAP CER 47PF 50V C0G/NP0 0805,DAH201,10,0,0.08,0.8
11,10,478-7958-1-ND,08055C471JAT2A,CAP CER 470PF 50V X7R 0805,DAH201,10,0,0.176,1.76
12,10,609-4714-ND,DILB20P-223TLF,CONN IC DIP SOCKET 20POS TIN,DAH201,10,0,0.684,6.84
13,25,1934-1476-1-ND,2743001112,FERRITE BEAD AXIAL 1LN,DAH201,25,0,0.1404,3.51
14,50,13-CC0805KFX7R8BB105CT-ND,CC0805KFX7R8BB105,CAP CER 1UF 25V X7R 0805,DAH201,50,0,0.0584,2.92
15,10,SAM14779CT-ND,TSM-102-01-T-SV-TR,CONN HEADER SMD 2POS 2.54MM,DAH201,10,0,0.318,3.18
16,10,296-14714-1-ND,SN74ALS138ADR,IC DECODER/DEMUX 1X3:8 16SOIC,DAH201,10,0,0.876,8.76
17,5,1-1825058-9-ND,1-1825058-9,SWITCH SLIDE DIP SPST 100MA 24V,DAH201,5,0,1.73,8.65
18,5,123-A-CCS044-Z-T-ND,A-CCS 044-Z-T,CONN SOCKET PLCC 44POS TIN,DAH201,5,0,1.6,8
19,5,A462-ND,1107741,OSCILLATOR SOCKET FULL SIZE 4PIN,DAH201,5,0,0.97,4.85
20,5,535-9845-1-ND,ABM7-24.000MHZ-D2Y-T,CRYSTAL 24.0000MHZ 18PF SMD,DAH201,5,0,0.92,4.6
21,50,720-VJ0805A220KXJPW1BCCT-ND,VJ0805A220KXJPW1BC,CAP CER 22PF 16V C0G/NP0 0805,DAH201,50,0,0.079,3.95
22,5,4306R-1-102LF-ND,4306R-101-102LF,RES ARRAY 5 RES 1K OHM 6SIP,DAH201,5,0,1.71,8.55
23,50,13-AC0805FR-101KLCT-ND,AC0805FR-101KL,RESISTOR SMD,DAH201,50,0,0.045,2.25
24,50,P150ACT-ND,ERJ-6GEYJ151V,RES SMD 150 OHM 5% 1/8W 0805,DAH201,50,0,0.066,3.3
25,50,RMCF0805JT33R0CT-ND,RMCF0805JT33R0,RES 33 OHM 5% 1/8W 0805,DAH201,50,0,0.018,0.9
26,50,311-4.70KCRCT-ND,RC0805FR-074K7L,RES 4.7K OHM 1% 1/8W 0805,DAH201,50,0,0.037,1.85
